0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.0,1.0,1.0,5.0,100000.0,5.0,0.3560919761657715,12.96257495880127,19.0,0.4650186574404245,4.650186401988776e-05,4.6501865744043253e-07,4.6501864019889367e-07,1.5067187775219537e-10,3.0134375550439074e-10,2.4667407330671537e-19
1.0,1000.0,0.001,9.0,1000000000.0,15.0,1.1899209022521973,14.643975019454956,18.0,21.35582002017114,0.002143632091858194,2.135582002017227e-05,2.14363209185842e-05,2.473442284323113e-10,1.5644081940990873e-07,9.115076055055127e-11
1.0,10.0,0.1,14.0,100000000000000.0,30.0,6.470735311508179,18.27997064590454,18.0,18.359390824978476,0.0031657585734308213,1.8359390825060315e-05,3.165758573459044e-05,8.114326277564032e-08,1.2470308119461038e-09,8.913288240819384e-08
10.0,1.0,10.0,17.0,1e+17,30.0,22.172720909118652,20.28203296661377,19.0,45.83872484979544,0.0059052265685153316,4.5838725054118765e-05,5.905226621159708e-05,5.651382934956928e-07,6.572771216184492e-10,6.209948423929745e-06
1000.0,1.0,1000.0,16.0,1e+16,5.0,0.22025489807128906,14.323091983795166,17.0,23.033082078753974,0.0023177041485524796,2.3033090273075976e-05,2.317705797660362e-05,1.4157285477267578e-07,4.457137436908454e-10,0.00014126869791653007
1.0,1.0,1.0,19.0,1e+19,30.0,108.21022987365723,16.562492847442627,47.0,1049.7876708515719,0.12253782766217114,0.0010497881387881015,0.0012253793690320037,0.0006253287428990006,6.353683420456946e-05,0.0011871205642819405
1.0,1.0,1.0,19.0,1e+19,20.0,59.74788784980774,16.066943168640137,51.0,1009778.0128434772,100.90405502995347,1.0101372971949676,1.009758764567648,261.57794189453125,500.75970458984375,22.396196365356445
1.0,10.0,0.1,7.0,10000000.0,35.0,7.976471662521362,17.324711799621582,18.0,5.766218528009404,0.0005766218528009404,5.766218528009404e-06,5.766218528009404e-06,1.669160087924837e-10,1.8360759579394426e-09,1.9355764608625157e-20
1.0,1000.0,0.001,11.0,100000000000.0,45.0,10.752673864364624,18.288318157196045,18.0,90.5294974849761,0.009050447581554266,9.052949748497649e-05,9.050447581554346e-05,4.2829079172079787e-10,4.272059186405386e-07,1.513142259060296e-12
1.0,1.0,1.0,17.0,1e+17,5.0,1.7201569080352783,14.146531105041504,26.0,51.907631659540954,0.005183863684025347,5.1907816327959267e-05,5.183900568704816e-05,0.0001991245080716908,6.230732833500952e-05,0.0003359417023602873
1000.0,1.0,1000.0,9.0,1000000000.0,30.0,6.408384084701538,17.211854219436646,19.0,1.7245884528209796,0.00017250267601021108,1.72458845282098e-06,1.725026760102111e-06,2.545098853889982e-10,2.547643762618179e-10,2.133357033289382e-16
1.0,1.0,1.0,15.0,1000000000000000.0,10.0,3.303378105163574,14.448286771774292,19.0,6.217436803601894,0.0004411293303689945,6.217437024795461e-06,4.411293617565181e-06,1.209474248753395e-06,3.994063690893057e-10,2.418549001959036e-06
1.0,1000.0,0.001,7.0,10000000.0,25.0,2.2341558933258057,14.758425951004028,18.0,54.66578109546283,0.0054666823865687775,5.466578109546381e-05,5.466682386568969e-05,4.309984036332537e-10,4.3142154027009383e-07,7.841371086789953e-15
1,1,1.0,20,100000000000000000000,35,151.3613052368164,17.990389108657837,51,534304.3548318201,49.98772892564595,0.5343067364644749,0.4998817456214614,25.98757553100586,14.492049217224121,37.48310470581055
1.0,10.0,0.1,8.0,100000000.0,10.0,0.5144500732421875,14.13357424736023,19.0,0.15988417621434658,1.669069062870676e-05,1.598841762143499e-07,1.669069062870746e-07,1.0653007339114784e-12,8.879472677969513e-12,2.838835666107292e-13
1,1,1.0,20,100000000000000000000,25,58.582762002944946,16.80148196220398,51,1022678.2079585304,101.81157143715097,1.0263208337865828,1.0253857076656199,1614.5247802734375,400.0229187011719,2829.026611328125
1.0,1.0,1.0,17.0,1e+17,25.0,76.2051751613617,16.25870394706726,51.0,78444.85104542921,7.600616023514391,0.07844513012359373,0.07600670104081104,0.6911398768424988,0.27299338579177856,1.1092864274978638
1.0,1.0,1.0,17.0,1e+17,35.0,33.86880373954773,19.475095987319946,18.0,40.61446544285847,0.0038326136953088508,4.061446562389497e-05,3.832613729476136e-05,9.136821290667285e-07,4.233714889778639e-08,1.7850270523922518e-06
1.0,100.0,0.01,6.0,1000000.0,40.0,8.76145315170288,18.32761025428772,18.0,25.63436981276368,0.002563436981276368,2.5634369812763683e-05,2.5634369812763683e-05,4.346205062510933e-10,4.389666941051473e-08,1.7716411127763908e-22
1000.0,1.0,1000.0,11.0,100000000000.0,5.0,0.3845968246459961,13.721951961517334,20.0,8.292513758930772,0.0016125237142148308,8.292513758960416e-06,1.6125237142263602e-05,5.466721519908901e-10,3.0133989747938017e-10,2.458789367665304e-07
100.0,1.0,100.0,7.0,10000000.0,10.0,0.5801682472229004,14.249271869659424,19.0,0.15876844448520444,1.5865915401036546e-05,1.587684444852072e-07,1.58659154010371e-07,8.819332417142611e-12,8.907498003085657e-12,2.8388423576675755e-15
1.0,1000.0,0.001,11.0,100000000000.0,10.0,0.5573217868804932,14.673125982284546,18.0,26.467447938416626,0.002619604441719048,2.6467447938511244e-05,2.619604441737778e-05,2.3991053588190425e-09,1.7456383716307755e-07,2.2269404098551604e-09
100.0,1.0,100.0,5.0,100000.0,15.0,0.9788870811462402,14.392467021942139,19.0,0.619804469341517,6.198044520999701e-05,6.198044693415277e-07,6.198044520999915e-07,1.4276529958223705e-10,1.4419296312517815e-10,9.118422380551004e-19
1.0,1000.0,0.001,7.0,10000000.0,5.0,0.3515450954437256,13.448163032531738,18.0,14.632160714077983,0.001463125462834114,1.463216071407824e-05,1.463125462834165e-05,3.6165248573638564e-10,3.6201163311488926e-07,2.4667886413002812e-15
10.0,1.0,10.0,18.0,1e+18,15.0,40.74190902709961,17.5735342502594,51.0,1798.0972647522708,0.15941092464272089,0.0017981612351761582,0.0015942226755113974,0.013433776795864105,0.001944076968356967,0.1283307820558548
1.0,1000.0,0.001,18.0,1e+18,25.0,78.41584014892578,16.707464933395386,51.0,1029643.5257525159,102.86285954199809,1.0296801571039376,1.0287017876430424,1.0924721956253052,399.98016357421875,0.6935845017433167
100,1,100.0,20,100000000000000000000,15,18.531136989593506,17.13774085044861,51,1003401.5535373461,99.99141967416492,1.006975518824158,1.00705421963137,663.922607421875,666.5894775390625,397.237548828125
1000.0,1.0,1000.0,16.0,1e+16,30.0,8.782920360565186,20.727304935455322,21.0,1238.8192788351716,0.23144959679135013,0.001238819279387368,0.002314495969976847,6.56111296848394e-07,9.325972633034141e-11,0.000656674150377512
1.0,10.0,0.1,8.0,100000000.0,5.0,0.3773782253265381,13.9373459815979,19.0,0.9026071275749423,9.103514068442564e-05,9.026071275749612e-07,9.103514068442946e-07,1.0814559664451551e-10,1.1871347238567864e-09,2.4667835591025977e-13
100.0,1.0,100.0,18.0,1e+18,30.0,29.861347198486328,18.06067681312561,19.0,145.69626437906925,0.01732517870676986,0.00014569627087339154,0.00017325180251288497,1.4175888054523966e-06,1.7470154489718226e-10,0.00014315902080852538
1.0,1.0,1.0,8.0,100000000.0,35.0,9.229113101959229,17.527934789657593,19.0,3.7899121524276325,0.00037899121524276325,3.789912152427633e-06,3.789912152427633e-06,4.409955733919446e-10,8.819912022950405e-10,1.9355705801253483e-18
1,10,0.1,20,100000000000000000000,20,42.14411377906799,16.650809049606323,51,1006563.4530275112,100.35667887971356,1.0101486805243312,1.0107328935156454,456.5661926269531,500.8851623535156,452.1342468261719
1.0,1.0,1.0,8.0,100000000.0,25.0,2.484933853149414,14.582066059112549,19.0,3.418624549460878,0.00034384459906533493,3.4186245494609496e-06,3.4384459906534933e-06,2.995363679314522e-10,5.982886408517629e-10,7.840534861983106e-13
1.0,100.0,0.01,11.0,100000000000.0,15.0,1.1487901210784912,14.4060959815979,18.0,7.314452391779368,0.0010004944253125814,7.3144523918055146e-06,1.000494425319735e-05,1.7058210843856614e-08,3.3539262478399223e-09,1.7195254997659504e-08
1.0,100.0,0.01,13.0,10000000000000.0,10.0,1.0241820812225342,14.318374156951904,18.0,9.823318131951833,0.0008768871622351071,9.823318135446776e-06,8.768871628590656e-06,1.1629251162048604e-07,1.4822259863933596e-08,1.1730722349057032e-07
1.0,10.0,0.1,17.0,1e+17,5.0,3.7157909870147705,14.146531105041504,51.0,1155.4903691869517,0.11540361681859679,0.0011554944800001798,0.0011540443794848666,0.0032277016434818506,0.03414248302578926,0.00013622353435494006
1.0,1000.0,0.001,12.0,1000000000000.0,15.0,1.254465103149414,14.427956342697144,18.0,32.79222691421006,0.0032739798359244787,3.279222691537724e-05,3.273979836157542e-05,4.2977563174950717e-10,3.9903272863739403e-07,3.1172647796395836e-11
100.0,1.0,100.0,12.0,1000000000000.0,40.0,10.512351036071777,17.59958815574646,19.0,2.6604408147847085,0.0003201821848080044,2.6604408147848273e-06,3.201821848080328e-06,4.346260573662164e-10,4.3720072007147337e-10,1.7716005051848782e-10
1000.0,1.0,1000.0,15.0,1000000000000000.0,35.0,8.683313846588135,18.56662607192993,19.0,822.7075533954244,0.1633065086989518,0.000822707553432096,0.0016330650871351036,1.864551251173907e-07,2.242492164183929e-10,0.000186417339136824
100.0,1.0,100.0,10.0,10000000000.0,45.0,12.57083797454834,17.99924612045288,19.0,2.7786142075208886,0.00027803261609449237,2.7786142075208888e-06,2.7803261609449266e-06,2.948802313440524e-10,2.9782890043072996e-10,1.5132089442701675e-14
10.0,1.0,10.0,10.0,10000000000.0,5.0,0.4271969795227051,13.807827234268188,20.0,1.2384611626356807,0.00020234497605997603,1.2384611626361425e-06,2.0234497606012694e-06,4.979261447601857e-10,3.011200733205044e-10,2.4659865260900915e-09
10.0,1.0,10.0,13.0,10000000000000.0,10.0,0.9708461761474609,14.318374156951904,19.0,6.588464585265936,0.001155166867704338,6.588464587609982e-06,1.1551668685263096e-05,1.2072598032375481e-08,4.092127678378965e-11,1.3238935991921608e-07
1.0,10.0,0.1,10.0,10000000000.0,10.0,0.63661789894104,14.291859865188599,19.0,3.1250797315914833,0.0004300764721847372,3.1250797315926484e-06,4.300764721850579e-06,2.7014366299482617e-09,1.340652255876762e-09,2.8375151117643327e-09
1,10,0.1,20,100000000000000000000,5,2.232325792312622,16.59630060195923,51,998752.8282169794,99.5216385866031,1.0023102354439954,1.0023228634002677,180.8468475341797,1989.315185546875,2.3769359813741175e-07
1.0,100.0,0.01,9.0,1000000000.0,35.0,5.599977970123291,19.482200145721436,18.0,27.130472718247404,0.002713053681404176,2.7130472718247406e-05,2.7130536814041765e-05,4.0571532244904063e-10,4.097722694496042e-08,1.9355541936774137e-16
1.0,100.0,0.01,14.0,100000000000000.0,10.0,2.8196470737457275,14.485391855239868,18.0,34.693871195403624,0.0028909280070763543,3.469387131883221e-05,2.8909280276461637e-05,1.0397305914011667e-06,2.0958609070476086e-07,1.0480321179784369e-06
1.0,10.0,0.1,15.0,1000000000000000.0,45.0,17.205498933792114,19.65695595741272,18.0,18.137891539522457,0.002141634336283005,1.8137891540330947e-05,2.1416343364739287e-05,6.326005497214737e-09,5.58725821164785e-09,6.399880181362505e-09
1.0,100.0,0.01,16.0,1e+16,15.0,32.462913036346436,15.067488193511963,45.0,1063.6497700502644,0.09829196987725197,0.0010636501484576647,0.0009829203981459164,6.49390640319325e-05,0.00027293612947687507,6.28590933047235e-05
10.0,1.0,10.0,16.0,1e+16,45.0,22.05921506881714,17.317961931228638,19.0,81.96895249374776,0.0046546669774159,8.196895253028493e-05,4.65466698156548e-05,5.838088554810383e-07,7.912449168090419e-11,6.421106718335068e-06
100.0,1.0,100.0,17.0,1e+17,45.0,42.62871813774109,18.147296667099,19.0,154.2763361835331,0.02404521258402781,0.00015427633687121044,0.00024045212798387954,9.769568123374484e-07,3.431078199334081e-10,9.863833838608116e-05
100.0,1.0,100.0,15.0,1000000000000000.0,40.0,10.980071306228638,17.689780950546265,19.0,848.033889396282,0.16835396147689607,0.0008480338894340825,0.001683539614919046,1.6718896631573443e-06,1.9604766421377207e-10,0.0001688412594376132
10.0,1.0,10.0,5.0,100000.0,40.0,8.576338052749634,17.997677087783813,19.0,2.2926786913046726,0.00022926786913046726,2.292678691304673e-06,2.292678691304673e-06,2.500391838022864e-10,2.750430994069575e-10,1.771635259428474e-24
1.0,1.0,1.0,6.0,1000000.0,20.0,1.7940688133239746,14.344338178634644,19.0,2.11242799609348,0.00021128614207555074,2.1124279960935165e-06,2.1128614207555804e-06,3.9246511596147116e-10,7.849301764117911e-10,7.090262000304022e-17
1.0,1000.0,0.001,12.0,1000000000000.0,40.0,9.273573160171509,17.59958815574646,18.0,71.23803923220242,0.007149932803258707,7.12380392322056e-05,7.149932803259341e-05,5.820408044421299e-10,4.0553726421421743e-07,1.7708556843132328e-10
1.0,10.0,0.1,6.0,1000000.0,40.0,7.821393966674805,18.32761025428772,18.0,7.800646126128186,0.0007800646126128186,7.800646126128187e-06,7.800646126128187e-06,4.729824309990249e-10,5.202806185877762e-09,1.771667744720551e-22
1.0,1.0,1.0,6.0,1000000.0,30.0,5.240080833435059,17.846045970916748,19.0,2.2402498869666942,0.00022402498869666942,2.2402498869666946e-06,2.2402498869666946e-06,2.3452328967721314e-10,4.690465793544263e-10,2.1333515083045016e-22
1000.0,1.0,1000.0,14.0,100000000000000.0,10.0,0.9035811424255371,14.485391855239868,19.0,312.1080022033194,0.08491770955069455,0.0003121080033136899,0.0008491771015490922,5.111704695082153e-07,9.605927164813011e-11,0.0005115856183692813
1.0,100.0,0.01,15.0,1000000000000000.0,40.0,9.669877052307129,17.689780950546265,18.0,21.434549438471777,0.0022383810751307465,2.1434549439427205e-05,2.2383810753302953e-05,1.2582118680271037e-09,1.682465011754175e-08,1.1025474977444105e-09
1.0,100.0,0.01,17.0,1e+17,45.0,80.11921286582947,18.147296667099,22.0,1013.4796344646315,0.09351696617066807,0.0010134796389821552,0.0009351696700436045,1.153164930656203e-06,1.7454773114877753e-05,9.901488056129892e-07
1.0,1000.0,0.001,13.0,10000000000000.0,30.0,4.894292116165161,18.14142918586731,18.0,78.96037805773663,0.00841133687950446,7.896037805777183e-05,8.411336879511965e-05,2.084927963608152e-08,4.060020160068234e-07,2.0464126393449078e-08
100.0,1.0,100.0,9.0,1000000000.0,35.0,8.932685136795044,19.482200145721436,19.0,1.7377263153698603,0.000173812984472832,1.7377263153698605e-06,1.7381298447283202e-06,1.8103053778251166e-10,1.8284083969088982e-10,1.9355676932650105e-16
100.0,1.0,100.0,16.0,1e+16,15.0,11.720181941986084,15.067488193511963,20.0,226.9679002716679,0.03436828785416424,0.00022696798101848467,0.0003436831230811123,7.475303391402122e-06,3.290029582103671e-08,0.0007517156773246825
100.0,1.0,100.0,14.0,100000000000000.0,10.0,1.7311429977416992,14.485391855239868,19.0,52.97293132913571,0.014506294842334455,5.297293151759476e-05,0.00014506294945551042,1.5860939583944855e-07,6.827199361403302e-10,1.5951278328429908e-05
1.0,1000.0,0.001,14.0,100000000000000.0,5.0,0.4043262004852295,14.223180055618286,18.0,65.24188525106683,0.0061866042472615845,6.52418854831745e-05,6.186604291281106e-05,7.13344320502074e-07,5.616565431409981e-06,7.084410640345595e-07
1.0,10.0,0.1,9.0,1000000000.0,50.0,15.172227144241333,82.88203287124634,18.0,9.855937426579658,0.00098569704617546,9.85593742657966e-06,9.8569704617546e-06,3.893832756229898e-10,4.283213783651263e-09,2.26170502411107e-16
1000,1,1000.0,20,100000000000000000000,5,1.9833006858825684,16.59630060195923,51,998752.7776603468,99.52162747118642,1.0023101847072877,1.0023227514523896,1988.4306640625,1989.315673828125,1103.27685546875
1.0,100.0,0.01,10.0,10000000000.0,45.0,11.088140726089478,17.99924612045288,18.0,33.694286629846374,0.003369623094059193,3.3694286629846376e-05,3.3696230940591964e-05,4.5765738421188473e-10,4.6221881433439194e-08,1.513195561149601e-14
1000.0,1.0,1000.0,5.0,100000.0,5.0,0.3815500736236572,12.96257495880127,20.0,0.4651397293751245,4.651397121335776e-05,4.6513972937513254e-07,4.651397121335937e-07,3.010463545116693e-10,3.013473914847964e-10,2.466740216079271e-19
1.0,100.0,0.01,12.0,1000000000000.0,40.0,9.484652042388916,17.59958815574646,18.0,25.610277506404458,0.002572508881030444,2.5610277506405598e-05,2.5725088810306723e-05,6.099979410478795e-10,4.3894910817243726e-08,1.7714878175478788e-10
1000.0,1.0,1000.0,14.0,100000000000000.0,45.0,13.394866943359375,18.35376477241516,19.0,84.74536764184332,0.016785121362573818,8.474536764222106e-05,0.00016785121362723458,1.802123339444961e-09,2.9682764579597176e-10,1.5070978633957566e-06
1,10,0.1,20,100000000000000000000,15,28.753398180007935,17.13774085044861,51,1000290.8133580937,99.68270986326407,1.003853698656662,1.003945077679767,79.3879623413086,667.026123046875,20.624143600463867
1.0,10.0,0.1,10.0,10000000000.0,25.0,2.693753957748413,15.081097841262817,19.0,7.984245091347618,0.0011889720913131896,7.984245091350594e-06,1.1889720913140764e-05,7.429373116707438e-09,3.3746903049802768e-09,7.83484122024447e-09
10.0,1.0,10.0,13.0,10000000000000.0,25.0,5.599740982055664,15.825494766235352,19.0,21.479128008123986,0.0015034786756018548,2.1479128015765833e-05,1.5034786766716713e-05,7.684857905587705e-08,5.183794712926293e-11,8.448159860563464e-07
100.0,1.0,100.0,13.0,10000000000000.0,10.0,1.0200591087341309,14.318374156951904,19.0,52.14967707499745,0.010624330611733512,5.214967709355128e-05,0.0001062433061929337,2.9518890443114287e-08,3.845745943920065e-11,2.977562417072477e-06
100.0,1.0,100.0,11.0,100000000000.0,15.0,1.1750030517578125,14.4060959815979,19.0,39.40642611847708,0.007837501527177437,3.9406426118617946e-05,7.837501527233476e-05,9.141258416889286e-09,1.4420468985587576e-10,9.088466299544962e-07
1.0,1000.0,0.001,13.0,10000000000000.0,5.0,0.2582359313964844,14.514410972595215,17.0,1.746656651019336,0.00021166750508427867,1.746656651640762e-06,2.11667505234893e-06,2.224462836153407e-09,3.1973452774280986e-09,2.2234898366946254e-09
1.0,1000.0,0.001,5.0,100000.0,50.0,12.337424039840698,30.974406957626343,18.0,152.92609576121663,0.015292609576121663,0.00015292609576121664,0.00015292609576121664,4.547786036646073e-10,4.5523336211772403e-07,2.2619073816426752e-24
1.0,100.0,0.01,5.0,100000.0,15.0,0.9306600093841553,14.392467021942139,18.0,6.2625761902277475,0.0006262576172986201,6.2625761902278555e-06,6.262576172986417e-06,1.207401817415743e-10,1.2194757204042617e-08,9.118259012380024e-19
1.0,100.0,0.01,7.0,10000000.0,10.0,0.5596737861633301,14.249271869659424,18.0,6.215983075836604,0.0006215801796827236,6.215983075836713e-06,6.215801796827454e-06,2.117677422308617e-10,2.1388256499221825e-08,2.8388529455794162e-15
1,100,0.01,20,100000000000000000000,15,31.69119095802307,17.13774085044861,51,1002092.9553216355,99.86167215266764,1.0056622595785927,1.0057474796187138,59.275447845458984,667.0418090820312,53.197784423828125
1.0,10.0,0.1,8.0,100000000.0,25.0,2.7569589614868164,14.582066059112549,19.0,3.949231851601539,0.00039503152248698825,3.949231851601622e-06,3.950315224870048e-06,1.767103408045756e-10,1.9359729375167944e-09,7.840786396887123e-13
1000.0,1.0,1000.0,17.0,1e+17,40.0,27.246429204940796,17.288821935653687,20.0,571.9283766445767,0.15584810597032117,0.0005719283791939127,0.0015584810735968808,4.756584814913367e-07,6.985086120625539e-11,0.00047606430598534644
1.0,100.0,0.01,18.0,1e+18,30.0,94.36367797851562,18.06067681312561,44.0,4224.693398924287,0.3943849367371506,0.004224693587237424,0.003943849718960886,4.2302501242375e-05,0.0005086286691948771,3.763924178201705e-05
1.0,10.0,0.1,11.0,100000000000.0,50.0,15.094740152359009,66.42463874816895,18.0,9.90648523617011,0.0009952201249348036,9.906485236170155e-06,9.952201249348125e-06,3.91611021388627e-10,4.285104271417595e-09,2.261696255626e-12
10.0,1.0,10.0,18.0,1e+18,20.0,55.9393208026886,16.168488025665283,51.0,147709.585552776,14.340661036894573,0.14771484057706488,0.1434168144879653,21.196895599365234,3.4629268646240234,198.53659057617188
1.0,1.0,1.0,10.0,10000000000.0,45.0,11.968472957611084,17.99924612045288,19.0,2.5779542768655404,0.00025758682597398774,2.5779542768655405e-06,2.57586825973988e-06,1.4708480267078272e-10,2.941544785528549e-10,1.5132204639182502e-14
1000.0,1.0,1000.0,8.0,100000000.0,40.0,10.525957107543945,19.626934051513672,19.0,1.9805831833252796,0.00019805831833252796,1.98058318332528e-06,1.98058318332528e-06,3.3710106928097616e-10,3.3743813299125236e-10,1.771670738807407e-18
100.0,1.0,100.0,6.0,1000000.0,40.0,9.56252908706665,18.32761025428772,19.0,2.3367861284384617,0.00023367861284384617,2.336786128438462e-06,2.336786128438462e-06,4.324514912834587e-10,4.36776004253403e-10,1.7716673660673165e-22
10.0,1.0,10.0,12.0,1000000000000.0,50.0,12.313840866088867,60.13058805465698,19.0,2.544754597685947,0.00035397518843183207,2.544754597686061e-06,3.5397518843186347e-06,1.232363933123537e-10,1.1294369606229537e-10,2.261632686684223e-10
1000.0,1.0,1000.0,17.0,1e+17,15.0,35.181058168411255,14.724915981292725,51.0,523.7134510565992,0.11088142675093637,0.0005237153142380153,0.0011088221570414464,9.660360774432775e-06,3.189086106303307e-09,0.00966683216392994
1.0,1000.0,0.001,10.0,10000000000.0,35.0,7.581883907318115,18.07964587211609,18.0,69.6506828304714,0.0069650225130288845,6.96506828304714e-05,6.965022513028891e-05,4.419579424652653e-10,4.4238049667910673e-07,1.935679501614048e-14
1.0,1.0,1.0,8.0,100000000.0,5.0,0.4505317211151123,13.9373459815979,19.0,0.4727308221388835,4.8061129120924306e-05,4.727308221388934e-07,4.806112912092632e-07,1.5079522353023123e-10,3.0134375550439074e-10,2.466782203849882e-13
1000.0,1.0,1000.0,8.0,100000000.0,15.0,1.3944282531738281,14.323348999023438,19.0,0.6207937514957544,6.339969081636809e-05,6.207937514957674e-07,6.339969081637075e-07,1.440222247017786e-10,1.441653324496528e-10,9.118572867269914e-13
100.0,1.0,100.0,13.0,10000000000000.0,25.0,4.9492270946502686,15.825494766235352,19.0,132.94081765440455,0.02541454305088564,0.00013294081770170226,0.0002541454306896963,9.952664470347372e-08,1.227146440019311e-10,1.003992019832367e-05
